song,artist,id
Love On A Rooftop,Desmond Child,3GoeTGM9kbkVnYiWyz7Ps5
Our Love Is Insane,Desmond Child And Rouge,1deWnA0Y1UyWtdVIsxVsNF
"Bills, Bills, Bills",Destiny's Child,07vLtELpAv0KuopJTYu7IG
Independent Women Part I,Destiny's Child,7JuMBlUywiUQdgjYtpJvsf
"Jumpin', Jumpin'",Destiny's Child,1uLOexsuRuTRf7nlnd0F6c
Lose My Breath,Destiny's Child,5UKeTvdOncZCA9Avv2YsKB
Wear This Ring (With Love),Detroit Emeralds,0DgNKctHOKIybU3kIjcX0P
"You Want It, You Got It",Detroit Emeralds,5GNG2d0cBgz5FGulgJ1tjr
Hanging On A Heart Attack,Device,5hsC00g3JK5ZvWlBOZOUQi
Who Says,Device,MISSING
Energy,Devone,30VdLRE0WYgerBpBWOKAF5
Heartless,Dia Frampton,MISSING
Inventing Shadows,Dia Frampton,2oc1Oh7ONhVDBTvwQy8xBx
Losing My Religion,Dia Frampton,0Q5U5alAt2pjop9331E5cQ
L-L-Lies,Diana King,2RXOXKIx5mOUgYWMYwoW1t
I Thought It Took A Little Time (But Today I Fell In Love),Diana Ross,3otKLCj4HlHBstoh4l7a0w
Let's Go Up,Diana Ross,2ky1VDemDQAM3YZ3ZUKWCk
"Mirror, Mirror",Diana Ross,4zknJ8aAdu4rzAmUiOTsJB
Missing You,Diana Ross,14mSFHCnhlZnUHPWb2sOzK
Muscles,Diana Ross,4Sfva55WpDDKaVLtKOJdlu
Reach Out And Touch (Somebody's Hand),Diana Ross,3ivHUrC7A1zNWcLXgkYiuP
Swept Away,Diana Ross,0PEhqeLvwP5tCVfgUHUc0B
Theme From Mahogany (Do You Know Where You're Going To),Diana Ross,1DDjVHVHHJxN4juFlAdVu4
Why Do Fools Fall In Love,Diana Ross,335h0vySbgZc1fAhCPthOK
Jimmy Kiss And Run,Diane Maxwell,76WvOC6TlTWPiYIsJXCe9X
Please Don't Talk To The Lifeguard,Diane Ray,1F9CD8tgfLNXtvYvlSMUXm
Let's Go Trippin',Dick Dale and The Del-Tones,76MmC2wtmwFnilP7vHLCNF
The Scavenger,Dick Dale and The Del-Tones,1PCPO2fr8ZM3sDvgjHNLKX
Makin' The Best Of A Bad Situation,Dick Feller,1vZTgn4JXWMahR8r99ug5H
(Theme from) A Summer Place,Dick Roman,0DcTek2vUXYgiVV88Qwr29
All My Trials,Dick and DeeDee,6iNYa9MulfJPLfbGI85jd7
Be My Baby,Dick and DeeDee,6ztu9rFxCTZIoDteUc7Oa0
Tell Me,Dick and DeeDee,2VUsKB2aFcgJqXLgZD6TWc
The Mountain's High,Dick and DeeDee,6DuczEcFIbRw7tQCLiTreb
Thou Shalt Not Steal,Dick and DeeDee,62esITTZYxnpWmJtGk4ZiA
Turn Around,Dick and DeeDee,MISSING
Where Did The Good Times Go,Dick and DeeDee,3MxovyedGworiVtM7rrE7w
Young And In Love,Dick and DeeDee,05NQvv6fkPsnkDjThVGi25
"9,999,999 Tears",Dickey Lee,1p7lNv2GO0hcl3VVa7vYGs
Laurie (Strange Things Happen),Dickey Lee,1KgyVoQMJcYbX07QC3aIQC
Patches,Dickey Lee,4jmLzvN8QG9V7C06REIMpf
The Girl From Peyton Place,Dickey Lee,1Ex4c1VTqxomrggLvR5Y31
Batman & His Grandmother,Dickie Goodman,3H10ZvoLhe5sHpTu3slqlr
Kong,Dickie Goodman,1PM9c2ga6D6GELvOOc3nqe
Luna Trip,Dickie Goodman,49X8hXnlugShyHCIhSAXhh
Mr. President,Dickie Goodman,00dKQehgXr3X0cS2UWI8iS
On Campus,Dickie Goodman,1VBRdl1sT4DGckQaTzKEB9
Santa & The Touchables,Dickie Goodman,7BywmFdliPDRvotH59zWTQ
The Touchables,Dickie Goodman,2RQ3fWFZJJe4G5KkHEACww
Watergrate,Dickie Goodman,5HjviQMuDBIvcyNXJtka23
Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,7JUalHySYqNFmz1P3nfDyz
Last Night,Diddy Featuring Keyshia Cole,61u8YHgwacXM9Sm5JOblkp
Up On The Ridge,Dierks Bentley,6jHKCWp15grCREpx7arDix
Kiss You Back,Digital Underground,765Ks9jjFndVzQdCoVLRwB
The Humpty Dance,Digital Underground,MISSING
Get Low,Dillon Francis & DJ Snake,0NVE55chpvHCfkteBzVFHk
I Wouldn't Know (What To Do),Dinah Washington,6n9a8OzOg0LjASXFVeHQv9
Our Love Is Here To Stay,Dinah Washington,5cxRemrNoI9DUqQxqd2sir
Soulville,Dinah Washington,3NcZO4uwZ4gmq83neJr7G7
Tears And Laughter,Dinah Washington,0N6v7TkgTliEUNawp2js2s
Gentle,Dino,6FDrn47S3Q4s9rhLHm4um0
Ooh Child,Dino,0hjfStAY7ZVMDrPTEUrNwL
Romeo,Dino,6Wy4YzXLbuIHxscQw0JOp6
"Abraham, Martin And John",Dion,4UIB51CVz4llFeHgXoU7T8
From Both Sides Now,Dion,2cNAQlfTfPbfxAZjeqhoUa
Purple Haze,Dion,12FZTFRyd4RBzvKf8RB0zO
Your Own Back Yard,Dion,1FH77a226zpwkL34JcNbTb
Drip Drop,Dion Di Muci,7hqeboy4VHDCkASNKuTBcH
That's What Friends Are For,Dionne & Friends,0Y8bkLkHDCGdCVQbXU3wnx
Reservations For Two,Dionne & Kashif,0M7fqh7MIaJMjHI3nn5hfk
(Theme From) Valley Of The Dolls,Dionne Warwick,3QqO9FxVrikwo7kS5ls3kQ
(There's) Always Something There To Remind Me,Dionne Warwick,6iXQrhhgBisdfvS34EMTZ3
After You,Dionne Warwick,0eSpJcknRnNZcs80dJjOFC
Alfie,Dionne Warwick,14Tfo6wdhHN5s2S8RCO0pr
Another Night,Dionne Warwick,2dWjExw7oMb5bkwP6enKZO
Are You There (With Another Girl),Dionne Warwick,2W2H5ponWttlJMmCsJFbeF
Deja Vu,Dionne Warwick,4xgBtaQTIaupnJ6wlYw3tc
Do You Know The Way To San José,Dionne Warwick,5M5YIkgpbCEC2LW3MaVJho
Don't Make Me Over,Dionne Warwick,62Ns6tURXzblKudEPrwFMj
Easy Love,Dionne Warwick,6rTbEEYSfWT4ykKRr2brmm
Heartbreaker,Dionne Warwick,1ZgK7AAL3bSN9JgdYCBYvX
Here I Am,Dionne Warwick,0GrQe7gbWnNhek4N1dTQyj
I Just Don't Know What To Do With Myself,Dionne Warwick,31dUwU4AkUROM1j4Rt3FdN
I Say A Little Prayer,Dionne Warwick,5XWmnuSMexMy6WRYz5rSfq
Let Me Be Lonely,Dionne Warwick,0cgrVLnhP5hGuX1ntLsnRs
Let Me Go To Him,Dionne Warwick,11s0lfVOSOJsci1gY7FVXD
Make It Easy On Yourself,Dionne Warwick,616Kf0i1ff1ub7INMGl6nB
Make The Music Play,Dionne Warwick,4wOWllS10yGDfG9UvJL6Vs
No Night So Long,Dionne Warwick,MISSING
Odds And Ends,Dionne Warwick,3rNTztxol0gEAjZNTnoK7r
Once You Hit The Road,Dionne Warwick,2OzNYmuerhhV0FVX97UJrb
Reach Out For Me,Dionne Warwick,599EgNRZqwKaqP7g08DUDU
Some Changes Are For Good,Dionne Warwick,1Zi2ezNOqt9y9irC11xYpN
Take The Short Way Home,Dionne Warwick,MISSING
The April Fools,Dionne Warwick,3roexZgKzEZOBSaUS2YwB6
The Windows Of The World,Dionne Warwick,7jmGQUHflS2u9TzAT1410r
This Empty Place,Dionne Warwick,7zycPgVeXRevKDrsYKB4jc
Trains And Boats And Planes,Dionne Warwick,3tky3v47OmGrk5NGazSuOC
Whisper In The Dark,Dionne Warwick,0DTLwAomf9VRAlQtxbqD6p
Who Can I Turn To,Dionne Warwick,6XQdiArSrFXRDd8mvSzB1G
Who Gets The Guy,Dionne Warwick,1Zh90A1sLAZqyzDLtJs9Sq
Who Is Gonna Love Me?,Dionne Warwick,7AUCMLmfi4x9ZhJ3DsId9N
You Can Have Him,Dionne Warwick,04xEB2EWWTu1mpSBD4rUOs
Love Power,Dionne Warwick & Jeffrey Osborne,4At54ImSBL41yWMaudry08
Friends In Love,Dionne Warwick & Johnny Mathis,2g3fLcFRO1N6Qzh8BrDnJ9
Industrial Disease,Dire Straits,7btwmzYKStDASnnx0vubga
Lady Writer,Dire Straits,2RBcYkonAofm0rYycVrCGt
Money For Nothing,Dire Straits,4nFNJmjfgBF7jwv2oBC45b
Skateaway,Dire Straits,22KSOpUAlJLJhACvQ65Bho
So Far Away,Dire Straits,3Vd7lnnD4xihfGIgqNDo9B
Walk Of Life,Dire Straits,MISSING
"I Wanna Dance Wit' Choo (Doo Dat Dance), Part I",Disco Tex & The Sex-O-Lettes,7BxmI8dRehWmhyFBjPxUg9
Inside The Fire,Disturbed,237SMLdswRjGJmU445btJI
The Sound Of Silence,Disturbed,0UYPJogBP1JDvfTSSbEvL0
Goodbye Earl,Dixie Chicks,4dTIRwcRJO1Fmvd177n176
Landslide,Dixie Chicks,38wTBBl2xMxaSP67S5cin3
Wide Open Spaces,Dixie Chicks,0td5ZRXGqzRVpNJGCGsnqG
Drift Away,Dobie Gray,11YWR8tzDTR2P4KZ3lAySj
"Find 'Em, Fool 'Em & Forget 'Em",Dobie Gray,47Dubh3wxTvoAYh441KuiS
If Love Must Go,Dobie Gray,2QDRje8o5jOasNIWAx7OQe
Loving Arms,Dobie Gray,03ixc5WTGB3ppPPeDOlj9F
You Can Do It,Dobie Gray,2pgHguv26ogxgeJ7L7ljnh
No,Dodie Stevens,78zYiMv9yNTHgmm6kaUPCm
The Five Pennies,Dodie Stevens,0Bxlvv73JtzITzEghRnHis
"Yes, I'm Lonesome Tonight",Dodie Stevens,5FfE24jRIhTbYc07ctFSGY
Boss Bitch,Doja Cat,27sRD90Y427r2FAENUnsdf
Candy,Doja Cat,5UpdQf3FsN809T9bGXExqg
Get Into It (Yuh),Doja Cat,7uzmGiiJyRfuViKKK3lVmR
Woman,Doja Cat,0Rx0DJI556Ix5gBny6EWmn
Burning Like A Flame,Dokken,7oWTi4dxxSfyWdPBq516Ym
In My Dreams,Dokken,1fSyeSgNIy2Dm0OKLBMIc3
Shooting Star,Dollar,4gV0C1pQwxnnCJpwup4dqN
Here You Come Again,Dolly Parton,74wQXruRLrbhrEqRinAq1c
Light Of A Clear Blue Morning,Dolly Parton,5brA4jqWOLxPTuLaIaDaKk
Nel Blu Dipinto Di Blu (Volaré),Domenico Modugno,3yrFR09QupnoRk1NjhzGVW
"Piove (Ciao, Ciao Bambina)",Domenico Modugno,74F6eM5sKBjAGtWBu5KpZQ
Physical Funk,Domino,382tT20uGQpkqWPnkdEV6A
Magic Wand,Don & Juan,1hiRhYXAKByxkx3nL2uDeY
What's Your Name,Don & Juan,4qKmW9c1Xif3F7rnE2gzHQ
I Could Be So Good To You,Don And The Goodtimes,5VhOpe9A0GQyiVT6kLaXsF
The Popeye Waddle,Don Covay,2mdqkmumaA6TpJvXGs9lHG
Seesaw,Don Covay & The Goodtimers,MISSING
Delta Queen,Don Fardon,78lPM8JSGllph3oQZ1p87h
Lonely Saturday Night,Don French,2MXDRWpiqLcOTTjFv5bY36
Glory Of Love,Don Gardner And Dee Dee Ford,5LL87PJwawxXLLT0obIg1w
"Far, Far Away",Don Gibson,2jB9QaPJyVdz2Q0Va8rrnU
Lonesome Old House,Don Gibson,33xFPFNhdBxThm7YqOD94z
Look Who's Blue,Don Gibson,MISSING
Sweet Dreams,Don Gibson,MISSING
What About Me,Don Gibson,7kjQ1qAXWcPuu8vHTxCsVe
This Is Your Song,Don Goodwin,0z8oPUM05RZBJ1A1dXPsSs
Castles In The Air,Don McLean,5hZwwYkanAmDpJEjj7t4uB
Crying,Don McLean,4p5CYtHWlEJLDTVuBU3Sjz
If We Try,Don McLean,5RTgWVqWwBXaINgsLy1M7G
It's Just The Sun,Don McLean,18mrGkMSnYwYQcpkr0zRW5
Since I Don't Have You,Don McLean,2fwKJNRWxlRTncgO9ufC1h
Olena,Don Nix,3Pdjem5pj41gilOgXqkNtL
Angelito,Don Omar,2rw7fDordkh1XHYu8rT1aN
Danza Kuduro,Don Omar & Lucenzo,07WTUnxZssqQ2nxbbiye5H
After Party,Don Toliver,5LNi0DUiEQ4Sp6JA5XUSIA
Cardigan,Don Toliver,75rGZkn0zM53qS4syYJPzS
New Frontier,Donald Fagen,2gO1hqe5TMKJ9ADsOoaSdc
Knocks Me Off My Feet,Donell Jones,4R5rtaZSliyCdewRfUkkD5
Put Me Down,Donell Jones,1gPKkphT07lknCvqXAMG1b
U Know What's Up,Donell Jones,5fOjuMefGWK9qnwBfmvZDR
Where I Wanna Be,Donell Jones,4ZxH5B7JMRjNbHRm47AzUy
You Know That I Love You,Donell Jones,7tdcWgyZP4tUqYxqXOc4SM
Serious,Donna Allen,3FoJta0EpkdMR39Xh2LGJB
Funny Face,Donna Fargo,4PolnByeD51J70KyfwsVTT
It Do Feel Good,Donna Fargo,5F3h5VbON8z5tt1JqhP7eg
Little Girl Gone,Donna Fargo,3oHyNSceshNE9G1ZyIlS5Q
Superman,Donna Fargo,6mQmMzPhaS3N3rYcyT4rBF
U.S. Of A,Donna Fargo,4xjDNzrcQ8eJFwb9o9wcpp
You Can't Be A Beacon (if Your Light Don't Shine),Donna Fargo,4kOMdxCGpe9mNdlrKnYcWn
My Boyfriend Got A Beatle Haircut,Donna Lynn,5PW8tr8WtyipOR47FECFKQ
Save Me,Donna McDaniel,2Joq1oxXUS5boRs8DjQiyW
Cold Love,Donna Summer,7HANsSmGR59Im7gE6vxxvF
Dinner With Gershwin,Donna Summer,2S7aTrYTDTKIppam9A8A2s
I Love You,Donna Summer,2UArFZy4LUwTNFmoklSpvT
Love Is In Control (Finger On The Trigger),Donna Summer,4mH6UBtgnFdjeBlS8HRIUX
State Of Independence,Donna Summer,3mZ6PVxWBhCycZxeEJQDNs
Supernatural Love,Donna Summer,5ylpza61TKbDzx5Re6NJrY
The Wanderer,Donna Summer,2tD4VPcIx0QPXphgKc73Gz
The Woman In Me,Donna Summer,3JtvSTOC8bm0ny1Vcisqbl
There Goes My Baby,Donna Summer,24C9lUGirnTP09mXW7aRlC
When Love Cries,Donna Summer,5FDKI3znnMOMX6YYmV6l5J
Who Do You Think You're Foolin',Donna Summer,1mziRujKa87yzgfTm7HxNZ
Doll House,Donnie Brooks,1GIlSd95YSEUzueIjZ6Y8G
Memphis,Donnie Brooks,26ecDeti5s5fPVyOft93hX
Mission Bell,Donnie Brooks,58Kwy28BJtmNvt1nbexGFe
Need You,Donnie Owens,2mwQS2E6Kwm67fZZdEhg8X
My Memories Of You,Donnie and The Dreamers,6VYTGkoPcOQTZNsySIPpbx
Make The World Go Away,Donny & Marie Osmond,4VpYJUsh0gHlFwwl7dt3oF
On The Shelf,Donny & Marie Osmond,6OhTpKDUnW9GO5ljZVvP6a
I Love You More Than You'll Ever Know,Donny Hathaway,0t92iahNjUv8B9J7U7IU0L
"Love, Love, Love",Donny Hathaway,3mc4nFeBX4hvuYbPsoS4GK
This Christmas,Donny Hathaway,2TSOKmfkE6Jhjj95HPNbmZ
All Roads (Lead Back To You),Donny Most,13zO7QWEvh430NfWlxqrcj
My Love Is A Fire,Donny Osmond,0pR67cDnsieEM5F0jTHdlP
Sacred Emotion,Donny Osmond,6FWlTp5HXA8uRDoPoMsrt1
Soldier Of Love,Donny Osmond,1I0HPyA358wezY1aCpuLBS
Too Young,Donny Osmond,2EMbzZQTDR9lr94U8aZyRY
Epistle To Dippy,Donovan,4Ak7D3KWXw9hQ6e0yASBM5
I Like You,Donovan,79ArgsenVFsMplMmIkczQG
Lalena,Donovan,3jnoceubvwh8gWburQrTI3
There Is A Mountain,Donovan,4L8TWnLqELgzgXQOC3t2JW
Universal Soldier,Donovan,1NR3mQibjcP5lz5lnJL9kk
To The Other Woman (I'm The Other Woman),Doris Duke,2nRk3PqhhekI963sCvoRrm
I Believe You,Dorothy Moore,3XcDvzZ0ruBkYplB15qkbA
Spirit In The Sky,Dorothy Morrison,31Nq0jzIq0PTgzamySP07Y
(There Was A) Tall Oak Tree,Dorsey Burnette,6lkrCM376Qf0vOrOEbz8xr
Hey Little One,Dorsey Burnette,MISSING
The Greatest Love,Dorsey Burnette,1DeG9TTSG7twZwickCbcXI
Mama Let Him Play,Doucette,0b4PSXKvCRplRkBpkGdx2j
It's My Life,Dr. Alban,4539Tbm6Rt5BaNKXJJj9RH
Dre Day,Dr. Dre,0lg4OjjS798PZDPQtwVX1t
Let Me Ride,Dr. Dre,1RTjFfuW17cx3mOGZUqQjZ
"Nuthin' But A ""G"" Thang",Dr. Dre,0kSkSJGSbPIxW6jRmOmS5d
Baby Makes Her Blue Jeans Talk,Dr. Hook,57JHLH8ksEJGCQtsPkFGef
Better Love Next Time,Dr. Hook,05XkaRvGIt5LtllUuhMAKA
Sexy Eyes,Dr. Hook,3i5lBv18B3RBnzjdxh9oFR
"Carry Me, Carrie",Dr. Hook And The Medicine Show,0OK5A4TMsyTAUlYswBwb7L
Life Ain't Easy,Dr. Hook And The Medicine Show,0wgraBbf6TFKeWW8L8QETL
"The Cover Of ""Rolling Stone""",Dr. Hook And The Medicine Show,1tl6FQ9o1C2N8rxa6SfWgc
The Eggplant That Ate Chicago,Dr. West's Medicine Show and Junk Band,7uUDqA3A7zyOh9IGQjKd5b
Marble Breaks And Iron Bends,Drafi,1GpOVMybkupDTV7ntJQGgM
Rain,Dragon,6BFml08IawOOqX7CCoDOKo
7am On Bridle Path,Drake,42m3eP1JJhtzffal9B136J
9,Drake,1UsqR0mGlDV6vp0V7mWuSw
Champagne Poetry,Drake,6hIhb4S4aGPJfPQ3gM8AXu
Charged Up,Drake,MISSING
Come Thru,Drake,5Ggfa9cpkpfp5D6Rg0Yyw1
Diplomatic Immunity,Drake,MISSING
Furthest Thing,Drake,6s64FyS9n0XYbGMLH3LOWU
No Friends In The Industry,Drake,2tUL6dZf1mywCj5WvCPZw6
Own It,Drake,5v7u5IysR7l8Wpz63Oyd0k
Papi's Home,Drake,6jy9yJfgCsMHdu2Oz4BGKX
Pipe Down,Drake,11pEKMLmavDu8fxOB5QjbQ
Race My Mind,Drake,2Q3jFbyE61mCjS3SkW4toJ
Started From The Bottom,Drake,0DJFfzpoWz0wiaBzqcSeuh
TSU,Drake,4s7QLoImIwmPi9L6dq1nVW
The Language,Drake,7oFkEsKdJhj33vU38F01Ki
The Motion,Drake,3vgX86K3R9GcZk3xqgHZK0
The Remorse,Drake,1cCXT1cErAY6tmIqHbodrt
Tuscan Leather,Drake,69gz9onZQNVw55cMQsaYii
"Two Birds, One Stone",Drake,3m62bJJXGyQKdR9XyRocnl
Worst Behavior,Drake,3X37NtwadSS0RM20dh2IgP
Wu-Tang Forever,Drake,1HnhCD1u0c4dHSMazmWGyM
If I Should Lose You,Dreamlovers,MISSING
Snap Backs & Tattoos,Driicky Graham,3TCsPjPCA8tTuw1edZJLOi
Vado Via,Drupi,30Y2NlyWEnQHM3rX5bBm3w
Blow Your Mind (Mwah),Dua Lipa,15WpjrJyj8xicfqqELiUvz
Break My Heart,Dua Lipa,21J2oC0K22hqWShv5XveuX
Don't Start Now,Dua Lipa,3RPhq9j57iZHnMhteKj4el
IDGAF,Dua Lipa,3FtXmgqL32eOqsu05hQ0Vs
New Rules,Dua Lipa,2ygfHXyt3gvyhvKrNJU61n
Physical,Dua Lipa,0ERzRJRLPikYbM1PkLIr4w
Kiss And Make Up,Dua Lipa & BLACKPINK,6P8SQWN3pcLKChWHt73fZV
Stick Shift,Duals,0PCpJL0tXxgjE5kbOnj9R0
Ring Of Fire,Duane Eddy,7hpoSinz78VYl0fSTjxk6k
Because They're Young,Duane Eddy And The Rebels,7e6WpPjdq16yGomwJJbZiU
Forty Miles Of Bad Road,Duane Eddy And The Rebels,52xZvDAezoy1GwbzUkTp04
My Blue Heaven,Duane Eddy And The Rebels,61W5B6TKar6ZUPWLcifbpg
Pepe,Duane Eddy His Twangy Guitar And The Rebels,0hIFLhTTBIVG8V1I4va7Su
Peter Gunn,Duane Eddy His Twangy Guitar And The Rebels,1Iw9cMdxuJ2YRWInITzOA8
The Lonely One,Duane Eddy His Twangy Guitar And The Rebels,4LwYjz8MfhpJZo0a3XmqzQ
(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,6V2OK0lgFUvIjP0yGec3YB
Barbra Streisand,Duck Sauce,6HkmOvGpoYrJ1BdppBNp2t
Dazzey Duks,Duice,2mroGFLkDF6bALC1YC5iCD
Nite Owl,Dukays,3KlRCjRunvCwaLZxz60dke
What You Got,Duke & The Drivers,7zJnmSjZKjntHmOvEokGb3
Little Lady,Duke Jupiter,5Ts515NJwLJWVszLd5ke4Z
(Reach Up For The) Sunrise,Duran Duran,681i16KUpLPrOuzVNfdkwc
A Brand New Me,Dusty Springfield,7wEWrvwOzSnJtEQhDNEGOm
All I See Is You,Dusty Springfield,MISSING
Losing You,Dusty Springfield,4imOI9rBD6RW7SgDjyWp9N
Funky Broadway Part I,Dyke And The Blazers,6zpzbHvGyBMfS8RQIuSnjP
Ski King,E.C. Beatty,7jWeiuBqn3xUoqzyT1Ht7J
"Say It, Say It",E.G. Daily,6979YmbY2rScYdH6ovoQxF
Lick Back,EST Gee,6P5ulGKtC4x6RnFbzfpq8O
Already Gone,Eagles,1B4NoIpgDU5D9wOMWOmsVH
Heartache Tonight,Eagles,3IPIZVGAHl2BqKy0JJdbdf
Hotel California,Eagles,3Tu7tYAgL3ypN4J5OJqyX9
I Can't Tell You Why,Eagles,6ym6bhAn5UlTQ9iDTh7mIX
Life In The Fast Lane,Eagles,2GhwhO2DGWr0pLbhi03Hgg
Lyin' Eyes,Eagles,7v9EgZ4RMvr9CkGkP3LdDL
New Kid In Town,Eagles,02rU9Umf3jjyhb4UdJMSz4
One Of These Nights,Eagles,5ftcwOUDBgTobShlWmXZ8B
Peaceful Easy Feeling,Eagles,3TZjyeSeLT5y4pO9Ti27bF
Seven Bridges Road,Eagles,7rqcK2dzUrBQ7p4VUnQ4Jt
Take It Easy,Eagles,5lsBO2U7AZgiQHPtE7mczt
Take It To The Limit,Eagles,57aE8las5uXSVul5E26trQ
Tequila Sunrise,Eagles,4rwuf9OkSAfc9LxRYWYhT4
The Long Run,Eagles,0JtqfJOjWqqcKzUo3Bai4H
Sweet Sixteen Bars,Earl Grant,2Oj7N9QtcZ4vlH2hwLqlk2
Swingin' Gently,Earl Grant,22GfsLvOibRnZFVpUqksuD
Love And Happiness,Earnest Jackson,1hSjhgHpChkDddQvHAnsln
September,"Earth, Wind & Fire",0LzCs73M0W7SAfJVLoxCc1
Sunday Morning,"Earth, Wind & Fire",2lnx4mfdXyAYvtVPYXRPcD
Come Out Fighting,Easterhouse,0nJ1NnGsAbmHjNuJKArCAI
A Girl Like You,Easton Corbin,3AsNVBJ7LHsltdu9490ZiS
Baby Be My Love Song,Easton Corbin,6WCqjXvMxAN2yP4dzeoyhF
Just Tah Let U Know,Eazy-E,6WGFdJ3lRB7e0VDNEzpiAh
Bright,Echosmith,1l7n3I8SoPR4OyLnTm1uqK
Cool Kids,Echosmith,41v56RunWqxgqTD4H2cwOD
Bad Habits,Ed Sheeran,MISSING
Castle On The Hill,Ed Sheeran,4c488pAGlVixKB3dWftQ15
How Would You Feel (Paean),Ed Sheeran,6TgqY8Vfm4StBe8hsxi3Ti
Lego House,Ed Sheeran,3cBHUfts3KKLqXTo8U91pz
Shape Of You,Ed Sheeran,5H7CwzYZ60e7w69tX4ivQN
Shivers,Ed Sheeran,MISSING
The A Team,Ed Sheeran,72ug00g96euwyQXdy3msvJ
Visiting Hours,Ed Sheeran,0lZI9YibrPXQSKQz2tNLwv
I Don't Care,Ed Sheeran & Justin Bieber,48eiLW57CqSmCYNZRM2J8M
Antisocial,Ed Sheeran & Travis Scott,0qjkcEPLEGzzp8TwaT28yA
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,3U0oiHpXqrIS3AsOvkaS08
One In A Million,Eddie & The Tide,2x50KnFT8ftCazBjTEoX4U
Games That Lovers Play,Eddie Fisher,0Fj3R6fZk7OnAYVmAvPCYa
People Like You,Eddie Fisher,6cahHUfSQDIB8i0Yx3srwx
California Girl,Eddie Floyd,562JrM9b7jiu8LgzV62x3o
Love Is A Doggone Good Thing,Eddie Floyd,5VAb9PUHC2VgVtyjWAatsb
On A Saturday Night,Eddie Floyd,5Cya3QKMgMSwx26ol4pnrg
Raise Your Hand,Eddie Floyd,4wQkPfl2T4OObl11r2By45
Why Is The Wine Sweeter (On The Other Side),Eddie Floyd,22SsanlYUsSCkRkwpIEOXp
Nothin' Shakin',Eddie Fontaine,1Nl6aWCxAbZqr4FLwgeFSq
Exodus,Eddie Harris,58pugbnpJ3esV6uK4Ti7XD
It's Crazy,Eddie Harris,7t9DT55DjVOoXEkV2fXdWx
"(Girls, Girls, Girls) Made To Love",Eddie Hodges,4PeZdZt3Mf46SfsL6Gj1EY
Bandit Of My Dreams,Eddie Hodges,0MUli897soECfYgzY3le4i
New Orleans,Eddie Hodges,6UFXM6kmOprPyYmbwiSSEy
This Can't Be True,Eddie Holman,0hUXIu7QKzesVf8zIApMvw
Boogie Down,Eddie Kendricks,4rCzjErgNGgyFCMIKWlBcI
Baby Hold On,Eddie Money,6W0P7yweL47Lpo9MPycsWT
Big Crash,Eddie Money,1PDIPCh5PxHMAsr8kGcx4x
Club Michelle,Eddie Money,3P08hmBFBpJ9sIidm7w690
Endless Nights,Eddie Money,0KQHFhKAN3ktaFP8MUChYS
I Wanna Go Back,Eddie Money,5qYfBZVsbdNZ6QQufBtCoi
Let Me In,Eddie Money,5PxJXWkCt17CspjXrifgdq
Maybe I'm A Fool,Eddie Money,6zHzwBvnX5u6AeEo2tT9PX
Peace In Our Time,Eddie Money,MISSING
Running Back,Eddie Money,MISSING
Shakin',Eddie Money,MISSING
Take Me Home Tonight,Eddie Money,MISSING
The Love In Your Eyes,Eddie Money,MISSING
Think I'm In Love,Eddie Money,7GgOJVfchlSVLm1iQIDOt9
Two Tickets To Paradise,Eddie Money,6uqTETWok9npbL4c9cuLVh
Walk On Water,Eddie Money,7rOx6eEvkYH8etfn1Mk4qx
We Should Be Sleeping,Eddie Money,798BKCErtbYxKmASeZYy8O
Drivin' My Life Away,Eddie Rabbitt,5lWRWrkDnxWU2WXdXrCaJ4
Rocky Mountain Music,Eddie Rabbitt,1n7WmfoozVGuudTIecGZbW
Suspicions,Eddie Rabbitt,2QdB74PLEd0WPoPLYzUVUB
Somebody Like Me,Eddy Arnold,5Pg1MpPDpfOmGu782vhTH5
The Tip Of My Fingers,Eddy Arnold,5wbD8kM4JtnqSsQimkN7L8
They Don't Make Love Like They Used To,Eddy Arnold,5aiI6vcyhkkPmsTWsAu65t
Turn The World Around,Eddy Arnold,00O59NcmHYLiJEBUU7UEaY
What's He Doing In My World,Eddy Arnold,375AJd1VZJWsIBYqG0VTYq
I Don't Wanna Dance,Eddy Grant,MISSING
Amen,Edens Edge,5zkbYi6w0wveRNXqbaHeOl
River's Risin',Edgar Winter,MISSING
Easy Street,Edgar Winter Group,7fqz0AQ49UOrNu6HqeAJxh
Frankenstein,Edgar Winter Group,MISSING
I Can't Turn You Loose,Edgar Winter's White Trash,7oAuqs6akGnPU3Tb00ZmyM
Close Your Eyes,Edward Bear,0gFxjJvSVHbkvlrA5ErXYv
"You, Me And Mexico",Edward Bear,MISSING
Stereo Love,Edward Maya & Vika Jigulina,3lBRNqXjPp2j3JMTCXDTNO
Back Street,Edwin Starr,MISSING
Contact,Edwin Starr,3axkNosdVQLZiq1HakuGhc
Funky Music Sho Nuff Turns Me On,Edwin Starr,71OvX5NNLrmz7rpq1ANTQn
H.a.p.p.y. Radio,Edwin Starr,0SKkifAWiylB41XkVubEwb
Stop The War Now,Edwin Starr,1wsUotTLbe40MMumTDIaV3
