genre_id,counts
sambass,33
samba gospel,33
proto-techno,33
partido alto,33
operetta,33
norwegian techno,33
navajo,33
musica valenciana,33
music hall,33
mountain dulcimer,33
mexican electronic,33
lagu karo,33
junior songfestival,33
japanese choir,33
inuit pop,33
indonesian indigenous,33
huayno,33
greek swing,33
grebo,33
gospel soul,33
finnish contemporary classical,33
erhu,33
cumbia funk,33
cocuk masallari,33
bury st edmunds indie,33
brit funk,33
brazilian boogie,33
boeremusiek,33
bleep techno,33
bible,33
basque folk,33
australian techno,33
arab groove,33
vintage taiwan pop,32
trance mexicano,32
starmyu,32
spanish baroque,32
scottish smallpipe,32
pre-war blues,32
phleng phuea chiwit,32
pakistani folk,32
old school uk hip hop,32
nubian traditional,32
northwest china indie,32
musica indigena brasileira,32
musica de intervencao,32
military cadence,32
malayalam worship,32
madrigal,32
italian occult psychedelia,32
instrumental soul,32
folklore uruguayo,32
folklore chileno,32
esperanto,32
danish classical,32
dainuojamoji poezija,32
coptic hymn,32
classic kollywood,32
brass band brasileiro,32
afghan traditional,32
vintage rockabilly,31
trikiti,31
swedish classical,31
samba de roda,31
proto-rap,31
oldschool deutschrap,31
namibian pop,31
musica prehispanica,31
love live,31
kinderliedjies,31
keroncong,31
kannada bhava geethe,31
jewish a capella,31
jazz caraibes,31
italian rockabilly,31
indonesian black metal,31
humppa,31
honky tonk,31
haitian traditional,31
guitarra portuguesa,31
german opera,31
french opera,31
folklore venezolano,31
english baroque,31
eletronica underground brasileira,31
dutch contemporary classical,31
dunedin sound,31
dub poetry,31
deep funk,31
cumbia boliviana,31
chinese opera,31
central asian folk,31
burmese traditional,31
balkan beats,31
african experimental,31
zither,30
victorian britain,30
swiss contemporary classical,30
solomon islands pop,30
shanghai indie,30
punjabi folk,30
pretty rhythm,30
orkney and shetland folk,30
nisiotika,30
musica hondurena,30
marathi traditional,30
maracatu,30
lagu sunda,30
israeli folk,30
irish experimental,30
icelandic traditional,30
hypnosis,30
greek guitar,30
german renaissance,30
dubstep product,30
country boogie,30
coldwave,30
classic afrobeat,30
bohemian baroque,30
australian choir,30
afrikaans gospel,30
a3,30
scam rap,29
pop ambient,29
organetto,29
nueva ola chilena,29
noel quebecois,29
icelandic choir,29
funk evangelico,29
festigal,29
deep motown,29
chinese wind,29
chinese punk,29
chinese indie pop,29
chinese classical,29
caucasian classical,29
cantonese worship,29
cantaditas,29
british children's music,29
barnalog,29
baltic choir,29
uyghur folk,28
tulum,28
trombone brasileiro,28
tongan pop,28
tijuana electronic,28
swamp blues,28
suomisaundi,28
slovenian hip hop,28
sheilat,28
salay,28
rap ecuatoriano,28
polyphonies corses,28
pokemon,28
paidika tragoudia,28
norwegian classical,28
musique peule,28
musica rapa nui,28
louisville underground,28
jaw harp,28
italian mezzo-soprano,28
igbo worship,28
hard motivation,28
gay chorus,28
garifuna folk,28
disney italiano,28
detske pesnicky,28
croatian folk,28
convent,28
candombe,28
brazilian contemporary classical,28
belgian contemporary classical,28
bajki,28
austrian contemporary classical,28
waiata mo tamariki,27
via,27
utapri,27
ugandan traditional,27
tarantella,27
tajik pop,27
sanfona,27
rautalanka,27
portuguese contemporary classical,27
polish post-rock,27
peruvian experimental,27
neo kyma,27
muzica copii,27
musica santomense,27
mpgjr,27
irish drill,27
german jazz rap,27
futuristic swag,27
egyptian traditional,27
dub product,27
classic tunisian pop,27
classic tollywood,27
wuhan indie,26
whale song,26
west-vlaamse hip hop,26
tipico,26
taarab,26
syro-aramaic chant,26
slovenian electronic,26
punk mexicano,26
psytech,26
nyahbinghi,26
nova canco,26
nitzhonot,26
muzika l'yeladim,26
molam,26
jewish cantorial,26
jazz puertorriqueno,26
javanese gamelan,26
iranian experimental,26
hip hop cubano,26
himalayan folk,26
gumbe,26
glass,26
fife and drum,26
experimental poetry,26
colombian electronic,26
chinese post-rock,26
canzone genovese,26
candomble,26
british electroacoustic,26
ambient post-rock,26
afro-cuban percussion,26
zampogna,25
vintage spanish pop,25
turkish experimental,25
szanty,25
symfonicky orchestr,25
swedish rock-and-roll,25
ryukoka,25
ruta destroy,25
romanian classical piano,25
rock en asturiano,25
piada,25
old school nederhop,25
nueva ola peruana,25
musique alsacienne,25
musica piemonteisa,25
moroccan traditional,25
mgp,25
japanese orchestra,25
italo house,25
irish ballad,25
indonesian bamboo,25
forro instrumental,25
finnish new wave,25
dancefloor dnb,25
cancion infantil latinoamericana,25
burkinabe pop,25
ukrainian choir,24
tuareg guitar,24
touken ranbu,24
swiss worship,24
swedish jazz orkester,24
south african country,24
siberian folk,24
serbian folk,24
sakura wars,24
pinoy traditional,24
neapolitan funk,24
italian ska,24
irish classical,24
indian underground rap,24
frevo,24
folklore panameno,24
disney russian,24
deep indian pop,24
czsk reggae,24
cape verdean folk,24
bhutanese pop,24
aikatsu,24
aghani lil-atfal,24
actors,24
yiddish folk,23
xhosa,23
traditional irish singing,23
plugg,23
myanmar hip hop,23
musique traditionnelle comorienne,23
marcha funebre,23
manila sound,23
lesotho traditional,23
korean superband,23
khayal,23
hungarian contemporary classical,23
gwoka,23
guggenmusik,23
ghanaian traditional,23
disney portugues brasil,23
disney espanol,23
detske pisnicky,23
albanian folk,23
afro psych,23
swedish pop rap,22
northumbrian folk,22
moravian folk,22
marrabenta,22
japanese contemporary classical,22
indonesian psychedelia,22
guzheng,22
folk cantabria,22
detski pesnichki,22
dessin anime,22
desi trap,22
anime game,22
volkstumliche musik,21
vintage norwegian pop,21
underground boom bap,21
ukrainian classical,21
tropicalia,21
super sentai,21
sacred steel,21
pygmy music,21
portuguese early music,21
oromo pop,21
norrbotten indie,21
new zealand classical,21
lithuanian folk,21
korean contemporary classical,21
hula,21
greek contemporary classical,21
greek clarinet,21
georgian polyphony,21
franco-flemish school,21
ensemble stars,21
cumbia sonorense,21
comptine africaine,21
circassian folk,21
cimbalova muzika,21
carnaval cadiz,21
brazilian surf rock,21
belarusian hip hop,21
western saharan folk,20
tuvan folk,20
sotalaulut,20
musica ayacuchana,20
moorish traditional,20
mento,20
magyar kabare,20
jugendchor,20
ilocano pop,20
funk melody,20
french oi,20
eurobeat,20
dweilorkest,20
disney portugues,20
cuban electronic,20
classic latvian pop,20
classic bangla pop,20
cambodian traditional,20
bornehistorier,20
alphorn,20
ainu folk,20
yemeni traditional,19
vintage cantonese pop,19
troubadour,19
taiwan electronic,19
protest folk,19
min'yo,19
latin american baroque,19
kollywood,19
icelandic singer-songwriter,19
hawaiian punk,19
gospel blues,19
german boom bap,19
forro manauara,19
folclore navarra,19
draaiorgel,19
chill baile,19
burkinabe traditional,19
bodo pop,19
bikutsi,19
bal-musette,19
appenzeller folk,19
somatik techno,18
nordnorsk ponk,18
murga,18
jalsat,18
instrumental djent,18
handbells,18
dizi,18
deep delta blues,18
cornish folk,18
beat poetry,18
barnasogur,18
bahamian folk,18
antilliaanse folklore,18
ancient mediterranean,18
vaikiskos dainos,17
uzbek traditional,17
shantykoren,17
norrlandsk hip hop,17
musique touareg,17
minnesang,17
landler,17
kosovan folk,17
kenyan traditional,17
jota aragonesa,17
hypnosis mic,17
doomgaze,17
dissonant death metal,17
chicago bop,17
canadian trap,17
cambodian rock,17
animal singing,17
vanuatu music,16
trecento,16
sierra leonean pop,16
russian old school hip hop,16
musica sinfonica,16
kyrgyz traditional,16
gochiusa,16
finnish classical,16
danish electro,16
classic romanian pop,16
bothy ballad,16
traditional southern folk,15
tatar folk,15
polish early music,15
pakistani rock,15
korean phantom singer,15
kentucky mountain folk,15
haur kantak,15
finnish idol pop,15
chaabi algerien,15
cantonese opera,15
yuri,14
xinyao,14
vintage swoon,14
tamil indie,14
tajik traditional,14
spanish renaissance,14
lao traditional,14
king of prism,14
kaba gaida,14
junior eurovision,14
indonesian folk pop,14
harmonikka,14
guqin,14
folklore quebecois,14
bernu dziesmas,14
belgian electronic,14
umea hardcore,13
trouvere,13
trad jazz catala,13
telugu devotional,13
taiwan graduation song,13
skanska musik,13
rwandan traditional,13
macross,13
kazakh traditional,13
inuit traditional,13
early french punk,13
early avant garde,13
deutsch disney,13
trallalero,12
papuan traditional,12
musica michoacana,12
cante alentejano,12
cantautora argentina,12
burundian traditional,12
yunnan traditional,11
upstate ny rap,11
turkish deep house,11
tropical tecladista,11
nordic shoegaze,11
jazzcore,11
german prog,11
disney norsk,11
disney dansk,11
combos nacionales,11
ars subtilior,11
albanian iso polyphony,11
vintage finnish jazz,10
orkiestra symfoniczna,10
musica timor-leste,10
kids hip hop,10
joropo,10
german melodeath,10
dombra,10
cuatro puertorriqueno,10
canadian underground hip hop,10
american melodeath,10
weirdcore,9
tanci,9
tamil devotional,9
symphonic deathcore,9
sunnlensk tonlist,9
raga rock,9
high-tech minimal,9
grungegaze,9
dutch disney,9
downtempo deathcore,9
classic nz country,9
bangla pop,9
trap antillais,8
texas metal,8
swazi traditional,8
shatta,8
salon music,8
russian screamo,8
mgpjr,8
afrikaans folk,8
musique tahitienne,7
musica tabasquena,7
melanesian pop,7
manipuri pop,7
folklore cuyano,7
disney svenska,7
dancehall guyanaise,7
zamba,6
thai psychedelic,6
talentkonkurranse,6
saxophone trio,6
marathi devotional,6
kazakh hip hop,6
kannada pop,6
jain bhajan,6
icelandic post-punk,6
himene tarava,6
classic konkani pop,6
chapman stick,6
baltic post-punk,6
anime rap,6
uk bass,5
slowed and reverb,5
odia pop,5
kalmar indie,5
honeyworks,5
folklore surero,5
ethiopian traditional,5
vintage broadway,4
romanian black metal,4
nadaswaram,4
guyanese pop,4
guitarra mexicana,4
dutch stoner rock,4
deep progressive rock,4
central asian hip hop,4
bhojpuri pop,4
turkce slow sarkilar,3
trap kreyol,3
salsa urbana,3
piratenmuziek,3
piano house,3
odia bhajan,3
muzica usoara,3
musica wixarika,3
lai hla,3
icelandic punk,3
grunneger muziek,3
fado instrumental,3
fado antigo,3
drill italiana,3
czech pop rock,3
canadian drill,3
syrian hip hop,2
shehnai,2
marathi hip hop,2
koligeet,2
himachali pop,2
guitarra andina,2
friese muziek,2
fnf,2
dream smp,2
czech singer-songwriter,2
bouyon,2
baps,2
turkce kadin rap,1
tahitian traditional,1
slovak punk,1
sinhala edm,1
schrammelmusik,1
sambalpuri pop,1
russian modern jazz,1
rain,1
psicodelia chilena,1
nagpuri pop,1
muzica etno,1
muzica bisericeasca,1
musica nublensina,1
magyar retro dance,1
kyrgyz hip hop,1
konkani pop,1
fado de coimbra,1
czech hardcore,1
czech folk rock,1
contemporary r&b,1
chinese talent show,1
alandsk musik,1
