,index,song,artist,id,MISSING,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2120,17731,If You're Not Back In Love By Monday,Millie Jackson,1mPwtW7XO6S8FvCj3cPOGE,MISSING,0.476,0.384,9,-10.179,1,0.0323,0.543,3.92e-05,0.204,0.371,132.507,291973,4
2121,17732,Leftovers,Millie Jackson,1ifE9tfgzDsprkMDTwaYta,MISSING,0.748,0.676,10,-8.234,1,0.0543,0.076,0,0.101,0.788,95.305,287080,4
2122,17733,"My Man, A Sweet Man",Millie Jackson,3Wh8mMPPREtgsPisrNWDNJ,MISSING,0.576,0.716,8,-7.377,1,0.0464,0.148,6.65e-06,0.131,0.881,135.035,154573,4
2123,17740,This World We Love In (Il Cielo In Una Stanza),Mina,4L7xJVwgTStG1EFiHWQFoV,MISSING,0.252,0.344,3,-7.653,1,0.0286,0.924,5.05e-05,0.108,0.222,135.259,151387,4
2124,17748,Forever In Your Eyes,Mint Condition,42wQvfr9yRdiUqSabtsWkQ,MISSING,0.599,0.519,7,-10.29,1,0.039,0.269,1.65e-05,0.575,0.429,139.655,311760,4
2125,17753,Your Love Is So Divine,Miranda,4sH64fINBfY4P1HEjqkB88,MISSING,0.902,0.7,3,-7.408,1,0.192,0.184,7.05e-06,0.314,0.685,128.092,200010,4
2126,17754,About You Now,Miranda Cosgrove,3IVpF7FvRxuOFH9RvY4wrK,MISSING,0.489,0.868,6,-3.8,1,0.13,0.00558,0,0.602,0.658,164.98,190560,4
2127,17755,Dancing Crazy,Miranda Cosgrove,4Qqf0sthtAxufsWTicTHqN,MISSING,0.667,0.813,9,-4.357,1,0.0553,0.00103,0,0.0861,0.636,105.976,220387,4
2128,17779,Malayisha,Miriam Makeba,0NTDwtz4DvAizJ5cM80s6f,MISSING,0.618,0.591,8,-8.533,1,0.0317,0.921,0,0.695,0.964,151.874,119173,4
2129,17813,Mistrusted Love,Mistress,3uFdJybO8YlmvpUu8TMhnU,MISSING,0.519,0.667,5,-9.04,0,0.0433,0.0552,1.03e-05,0.18,0.246,107.549,235572,4
2130,17822,What Now My Love,Mitch Ryder,36mdlSTkI395sFQlPQL2Ls,MISSING,0.424,0.566,2,-8.694,1,0.0285,0.0609,0.000868,0.279,0.245,95.766,256387,4
2131,17823,When You Were Mine,Mitch Ryder,5giLynsakhbrG39FuubvPh,MISSING,0.511,0.824,11,-4.989,1,0.0529,0.177,0.00292,0.95,0.837,140.4,224987,4
2132,17824,You Are My Sunshine,Mitch Ryder,1qInWaeOCYGW5yqNADdImQ,MISSING,0.69,0.863,7,-8.605,1,0.0497,0.247,8.58e-05,0.441,0.891,123.264,184867,4
2133,17832,Hey,Mitchel Musso,7zKObGlclVsHMwOG0Q3wYO,MISSING,0.395,0.774,1,-3.169,1,0.0408,0.00843,0,0.0836,0.736,183.983,181227,4
2134,17835,Pink Chiffon,Mitchell Torok,7byy0qP1b25lupcuUYNCOY,MISSING,0.71,0.466,9,-3.611,0,0.0298,0.635,0,0.0863,0.508,114.425,154800,4
2135,17868,Primitive Love Rites,Mondo Rock,1An9Ozaa1lNAvMgwfFP1vj,MISSING,0.486,0.962,7,-3.55,1,0.141,0.0024,0.00823,0.125,0.711,173.237,290472,4
2136,17871,Clear Da Air,Moneybagg Yo,6YkP0P7VPAENzoRjy8ojV2,MISSING,0.818,0.583,1,-7.525,1,0.285,0.0551,0,0.213,0.17,129.811,192256,4
2137,17872,If Pain Was A Person,Moneybagg Yo,08Uu8bkE5fuHbjhnZFsyoz,MISSING,0.584,0.611,0,-8.692,1,0.52,0.0694,0,0.453,0.798,144.347,240918,4
2138,17873,Just Say Det,Moneybagg Yo,1X5qFwlfEX1cHpp08hiGlw,MISSING,0.855,0.576,1,-8.501,1,0.38,0.0625,0,0.213,0.324,140.022,144033,4
2139,17876,Scorpio,Moneybagg Yo,0BFGDkrXAneskCJdudSCro,MISSING,0.736,0.532,1,-7.151,1,0.265,0.0292,8.86e-06,0.0806,0.273,84.983,165773,4
2140,17877,Shottas (Lala),Moneybagg Yo,2Ox2c1WEJDeQCHTXPE3YKM,MISSING,0.925,0.463,6,-9.309,0,0.454,0.0681,0,0.101,0.961,133.061,122729,4
2141,17878,Time Today,Moneybagg Yo,0YrKSfpvflYnLSBd4Jtu6J,MISSING,0.912,0.608,1,-7.686,1,0.397,0.0458,0,0.248,0.327,136.994,136900,4
2142,17891,All Eyez On Me,Monica,0rHehT9M8peRzeV1O1FeOk,MISSING,0.758,0.739,7,-4.429,1,0.0405,0.0281,0.000146,0.0439,0.848,108.995,238773,4
2143,17905,Born 2 B.R.E.E.D.,Monie Love,02rxyKYOOvJ7JhGijjyiR5,MISSING,0.633,0.827,5,-8.859,0,0.125,0.338,2.16e-05,0.335,0.807,102.88,233093,4
2144,17909,Touch It,Monifah,6hpcnsrb9cesuY2laOyafK,MISSING,0.863,0.476,8,-10.02,0,0.0931,0.0314,0.0509,0.0706,0.793,115.459,285827,4
2145,17915,I Can Do That,Montell Jordan,5swljxEI3gY3FthAKrZqtO,MISSING,0.809,0.452,9,-4.994,1,0.0842,0.0577,0,0.121,0.785,128.79,286400,4
2146,17939,Summer Set,Monty Kelly And His Orchestra,6u0ifVykK0L9nxl7T3idWi,MISSING,0.532,0.484,1,-9.183,1,0.0289,0.816,0.585,0.0987,0.798,111.641,163187,4
2147,17943,Track Star,Mooski,5hChuUMe5iHfjkXgzj1D4b,MISSING,0.641,0.598,7,-5.7,0,0.324,0.381,0,0.0921,0.285,131.459,199706,5
2148,17970,Quicksand,Morray,4iCZ6Cr76For1TuHUQ90r8,MISSING,0.901,0.656,4,-7.452,0,0.277,0.0807,0,0.181,0.599,119.956,224933,4
2149,17981,When I Die,Motherlode,3sKj3tgSBCSN2ScTlHiokt,MISSING,0.44,0.6,5,-7.7,0,0.0294,0.0545,7.93e-05,0.0642,0.621,88.154,197720,4
2150,17983,Dr. Feelgood,Motley Crue,2cc9k15AifO7RfxxuEExkS,MISSING,0.535,0.967,2,-4.082,1,0.0678,0.000885,0.0181,0.233,0.353,110.975,291307,4
2151,17984,"Girls, Girls, Girls",Motley Crue,549Go7a66CX6k523uK9kUv,MISSING,0.599,0.931,7,-4.653,1,0.0735,0.0302,6.69e-05,0.392,0.536,140.123,270427,4
2152,17986,Kickstart My Heart,Motley Crue,6imjJij6aCM0IbbODUzJQn,MISSING,0.465,0.977,7,-3.839,0,0.175,0.00111,0.00298,0.201,0.233,89.535,284027,4
2153,17987,Looks That Kill,Motley Crue,74BDVL4TC3P8wyrYViuVjO,MISSING,0.485,0.949,0,-5.79,1,0.0404,0.00327,0.00631,0.115,0.742,135.972,247840,4
2154,17988,Primal Scream,Motley Crue,0LkQHiLf80sVoOIWiVs7io,MISSING,0.588,0.958,0,-5.491,1,0.0547,0.000603,0.0114,0.038,0.423,103.241,286000,4
2155,17989,Same Ol' Situation (S.O.S.),Motley Crue,6wdIe1ep26qiaIaiHF5b9F,MISSING,0.498,0.984,2,-3.296,1,0.128,0.0363,2.96e-05,0.11,0.258,139.71,254040,4
2156,17990,Smokin' In The Boys Room,Motley Crue,2gvgvbokPJZ7Uw5u2m5LeP,MISSING,0.391,0.938,2,-4.86,1,0.0792,0.00177,1.06e-06,0.247,0.654,134.708,208400,4
2157,17991,Too Young To Fall In Love,Motley Crue,0N7te6wzRbh8vrbMILHZWK,MISSING,0.489,0.79,7,-6.154,0,0.0359,0.132,0.0372,0.0468,0.819,99.588,215533,4
2158,17992,Without You,Motley Crue,2Pntw3RoGXhANFihOS8XyD,MISSING,0.524,0.76,5,-4.152,1,0.0286,0.00595,5.61e-05,0.0652,0.284,117.99,270187,4
2159,17999,"Hey, You Love",Mouth & MacNeal,4KYP5D0UASpjZs6KKuGm0K,MISSING,0.676,0.543,0,-10.001,1,0.0675,0.115,6.16e-06,0.191,0.964,75.61,216733,4
2160,18000,How Do You Do?,Mouth & MacNeal,4qgDCtaU8qTHK529Dt5AZ2,MISSING,0.484,0.562,2,-8.382,1,0.0373,0.607,4.13e-06,0.66,0.709,95.266,244133,4
2161,18002,Above The Stars,Mr. Acker Bilk,5FbXOpdacmJz1Kj60xsp9H,MISSING,0.271,0.25,5,-14.267,1,0.039,0.946,0.463,0.15,0.399,88.932,159542,4
2162,18003,Limelight,Mr. Acker Bilk,3UaOGHPon1ZVdMXgQ4f5Ai,MISSING,0.323,0.185,0,-16.119,1,0.0412,0.945,0.536,0.396,0.267,101.536,184770,4
2163,18005,Stranger On The Shore,Mr. Acker Bilk,0oVeRU8QdFV1tGRN4nAeqv,MISSING,0.463,0.258,10,-12.982,1,0.0393,0.968,0.759,0.139,0.216,102.292,177333,5
2164,18012,"Lights, Camera, Action!",Mr. Cheeks,3ht12Pai0tVMB2VCLgkcMS,MISSING,0.798,0.905,1,-7.079,1,0.0722,0.163,0,0.0264,0.837,105.5,261587,4
2165,18026,"You, Me And He",Mtume,49azntVgewswZGJIwU5HEH,MISSING,0.792,0.45,5,-11.241,1,0.188,0.271,0.0105,0.0612,0.326,71.607,355400,4
2166,18047,Neutron Star Collision (Love Is Forever),Muse,4AIazttPmHpd7p7pwJw692,MISSING,0.287,0.9,1,-5.852,1,0.0932,0.00379,1.48e-05,0.0876,0.132,127.997,230256,4
2167,18064,Ballin',Mustard & Roddy Ricch,1Poz3LJtGHvP7xounddCXT,MISSING,0.809,0.545,7,-6.678,1,0.0734,0.392,0,0.151,0.244,97.008,180435,4
2168,18111,Better Days,NEIKED X Mae Muller X Polo G,6f5ExP43esnvdKPddwKXJH,MISSING,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,160657,4
2169,18113,Clouds,NF,1mvI5pGoh84IiFSbWxEkGH,MISSING,0.788,0.652,1,-3.931,1,0.405,0.373,0,0.755,0.812,128.108,243760,4
2170,18131,(what) In The Name Of Love,Naked Eyes,4K5vvAu9tMdXfpv2TUp7l5,MISSING,0.704,0.75,4,-12.224,0,0.0384,0.0647,0.000183,0.0882,0.837,113.478,267067,4
2171,18132,Always Something There To Remind Me,Naked Eyes,3yWAyRHfclztY1TzF2gAUD,MISSING,0.611,0.777,7,-5.853,1,0.0376,0.127,0,0.519,0.682,149.26,219373,4
2172,18133,"Promises, Promises",Naked Eyes,4LxNjTEnb4uh1gUg1Y5Ycp,MISSING,0.746,0.895,5,-5.381,1,0.0658,0.102,0.000242,0.0594,0.753,115.693,225840,4
2173,18134,When The Lights Go Out,Naked Eyes,6fyj12D82DuD0U7tVUMujZ,MISSING,0.637,0.843,9,-4.493,0,0.0273,0.223,0,0.352,0.925,98.093,182560,4
2174,18136,He Wore The Green Beret,Nancy Ames,6o8FFvTMZFCCf9fB4bhXWn,MISSING,0.445,0.465,7,-9.614,1,0.0323,0.768,1.04e-05,0.341,0.832,81.437,142787,4
2175,18150,So Long Babe,Nancy Sinatra,3ztH1smFnnMohQUocY9Jzt,MISSING,0.458,0.421,7,-12.127,1,0.0356,0.165,0,0.0756,0.685,147.944,187013,4
2176,18155,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,1x4cWY0XlKELUqGjVYGn6V,MISSING,0.295,0.255,4,-16.461,1,0.0684,0.76,0,0.159,0.455,208.088,228780,4
2177,18156,Jackson,Nancy Sinatra & Lee Hazlewood,3qBpDQkqa9VPuxa7oRIeff,MISSING,0.619,0.679,9,-10.652,1,0.0678,0.463,0,0.211,0.908,140.845,169947,4
2178,18157,Lady Bird,Nancy Sinatra & Lee Hazlewood,1ixklIx8NoGTFPLePorib7,MISSING,0.367,0.518,6,-11.33,0,0.0315,0.535,1.56e-06,0.0599,0.67,65.242,184646,4
2179,18158,Some Velvet Morning,Nancy Sinatra & Lee Hazlewood,6SEMWLEAQs90K4XSacidwM,MISSING,0.295,0.376,1,-12.458,0,0.0325,0.835,1.81e-05,0.129,0.312,124.049,221523,3
2180,18164,I Wanna Be With You,Nancy Wilson,48Dr0maavPGeAfgSybwaAt,MISSING,0.469,0.122,8,-13.111,1,0.034,0.887,0.00119,0.104,0.307,86.187,138527,3
2181,18177,Honey Love,Narvel Felts,2F4Th5TUzfOIGH3AgJprbj,MISSING,0.52,0.69,9,-9.515,1,0.0516,0.739,0,0.149,0.886,146.537,126773,4
2182,18188,Rare,Nas,465eCPwUAz2qz7IdQaxUui,MISSING,0.498,0.851,8,-5.496,1,0.326,0.132,4.21e-06,0.529,0.518,78.025,206778,4
2183,18195,Hate Me Now,Nas Featuring Puff Daddy,2JH2QcFVy8jAKGePkpjAxX,MISSING,0.685,0.749,9,-4.888,0,0.183,0.00582,0,0.249,0.447,90.004,285280,4
2184,18200,All Over The World,Nat King Cole,0IIGck0Gbykh0ogz1MjGeC,MISSING,0.264,0.368,10,-13.067,1,0.0337,0.841,0,0.111,0.524,116.724,144773,3
2185,18204,Give Me Your Love,Nat King Cole,4RQxGQ97g4VQCxVWeFJJvS,MISSING,0.217,0.254,10,-13.682,1,0.0363,0.94,0,0.378,0.284,175.169,129987,3
2186,18208,If I Knew,Nat King Cole,00Vwp9jQUs52JOnbbLaz5e,MISSING,0.371,0.386,1,-9.238,1,0.0308,0.708,0.000467,0.0787,0.169,80.207,167693,4
2187,18210,"Let Me Tell You, Babe",Nat King Cole,77nSOTGJoNEfRMtfRMybI6,MISSING,0.713,0.479,3,-11.435,1,0.0325,0.452,0,0.092,0.78,119.88,155160,4
2188,18213,Madrid,Nat King Cole,4d7xTsUH3N7cq5hSiHlinc,MISSING,0.498,0.568,0,-8.335,1,0.0386,0.699,0,0.145,0.761,72.986,167923,4
2189,18219,Nothing In The World,Nat King Cole,40Tb4czvl5B3hs3hkFtNTB,MISSING,0.56,0.27,5,-15.08,1,0.0412,0.743,0.000346,0.172,0.305,78.674,159293,4
2190,18223,Take A Fool's Advice,Nat King Cole,3jHjhvyYmuyNmZilVONE59,MISSING,0.281,0.338,8,-11.33,1,0.0308,0.793,1.56e-06,0.0997,0.62,196.179,143133,3
2191,18235,I Live For Your Love,Natalie Cole,2F5967tZnDS7onX4ZYgjW5,MISSING,0.335,0.361,6,-9.431,1,0.0318,0.864,0.115,0.13,0.169,84.526,267067,4
2192,18238,Jump Start,Natalie Cole,1iF6F8M479F4ciQBhahZvV,MISSING,0.79,0.701,5,-13.301,0,0.0528,0.239,0.000207,0.175,0.953,122.317,388267,4
2193,18239,Miss You Like Crazy,Natalie Cole,6d1IYeSfyqOTW61rPgocGD,MISSING,0.595,0.546,2,-6.251,1,0.0267,0.633,0.00422,0.0697,0.255,131.136,234280,4
2194,18243,Pink Cadillac,Natalie Cole,6nJB7jGx2jt7xflEK71FEU,MISSING,0.901,0.577,5,-10.314,0,0.0565,0.411,9.54e-05,0.0447,0.96,124.995,268667,4
2195,18247,Unforgettable,Natalie Cole,2MVQbDuhVs2muWFURtIdNb,MISSING,0.286,0.288,5,-13.369,1,0.028,0.85,0.000138,0.0798,0.142,85.691,210907,4
2196,18248,When I Fall In Love,Natalie Cole,42p5zI23jUWahgQnCJoFkF,MISSING,0.294,0.221,6,-13.722,1,0.03,0.904,0.000103,0.117,0.13,82.867,249680,4
2197,18261,Strip Me,Natasha Bedingfield,4vj4okOxlFrGPaXd5nytPl,MISSING,0.568,0.78,7,-5.365,1,0.0854,0.222,0,0.426,0.529,159.947,209400,4
2198,18279,Craziest,Naughty By Nature,2i6ZhZZlo3M412mL8uM3UL,MISSING,0.872,0.885,4,-4.979,0,0.257,0.273,1.02e-06,0.276,0.586,99.463,244307,4
2199,18283,It's On,Naughty By Nature,5WxjPpnly9EWKBt2gL7Taw,MISSING,0.85,0.424,1,-13.818,1,0.287,0.0126,0.000498,0.272,0.502,103.029,304867,4
2200,18284,Mourn You Til I Join You,Naughty By Nature,47h2MXGc5ydeeQ6XKuRqXC,MISSING,0.811,0.697,10,-7.409,0,0.276,0.0834,0,0.0965,0.855,89.88,316760,4
2201,18286,Written On Ya Kitten,Naughty By Nature,2gnu6CxhggeXzK5oOLLhja,MISSING,0.757,0.887,11,-6.112,0,0.246,0.0127,3.23e-06,0.204,0.624,94.224,260957,4
2202,18305,U 2 Luv,Ne-Yo & Jeremih,4ngz3vlQcFj3aNnTNikoRv,MISSING,0.656,0.647,6,-7.584,1,0.108,0.0845,8.73e-05,0.315,0.686,181.884,185934,4
2203,18314,"""Cherry Cherry"" from Hot August Night",Neil Diamond,18ocy9Be9SxWEEnOLGDfkS,MISSING,0.341,0.948,9,-5.081,1,0.136,0.101,0.00148,0.874,0.632,171.578,443320,4
2204,18335,I'm A Believer,Neil Diamond,7xWisNcXNsSVDrrqqny1jK,MISSING,0.305,0.412,5,-7.09,1,0.0298,0.871,3.38e-05,0.123,0.12,122.243,228667,4
2205,18337,I've Been This Way Before,Neil Diamond,2FY17MjqAAW9KbQwWWl18o,MISSING,0.335,0.481,9,-6.128,1,0.0303,0.724,0.315,0.0926,0.221,108.19,224027,3
2206,18360,Turn Around,Neil Diamond,37hxM7lwn3bmRR2BE2oAYo,MISSING,0.557,0.449,7,-12.62,1,0.029,0.0436,0,0.0993,0.713,167.728,229667,4
2207,18366,Bobby,Neil Scott,5xtEEfyUei2ojQGQzDg4g8,MISSING,0.687,0.496,2,-11.739,1,0.058,0.332,0.00631,0.0533,0.967,130.565,132400,4
2208,18399,Old Man,Neil Young,0QlOyezvGWarbcglI59P0K,MISSING,0.519,0.664,7,-7.71,1,0.03,0.0968,0.0376,0.222,0.555,127.724,200360,4
2209,18400,Only Love Can Break Your Heart,Neil Young,3IUzbuO59zVZ1FCrpNRMzC,MISSING,0.732,0.239,2,-12.198,1,0.037,0.676,1.57e-06,0.0972,0.379,110.579,188600,3
2210,18402,When You Dance I Can Really Love,Neil Young,4ccnXCxlI6eBRtYZAtewFL,MISSING,0.394,0.799,0,-6.744,1,0.033,7.67e-05,0.778,0.304,0.697,123.394,178667,4
2211,18407,Astral Man,Nektar,09IRm2qxGbV464q9VsHFAh,MISSING,0.228,0.905,9,-8.901,1,0.219,0.662,0.842,0.925,0.369,170.846,195347,4
2212,18411,(Hot S**t) Country Grammar,Nelly,7hn8peg5yAXX1RCDFfyoYy,MISSING,0.889,0.648,2,-6.885,1,0.109,0.00828,0,0.113,0.58,81.388,259173,4
2213,18412,Die A Happy Man,Nelly,1mExCoXAGKI6abLGXoG7O3,MISSING,0.65,0.745,1,-3.795,0,0.0333,0.0232,0,0.0754,0.167,88.032,214495,4
2214,18415,Hey Porsche,Nelly,6QoxM9xgqazNPGF026CjpS,MISSING,0.729,0.793,9,-4.716,1,0.0293,0.151,0,0.651,0.945,115.988,209147,4
2215,18420,The Champ,Nelly,59qnU7ACYRFKQ2O35D5Onb,MISSING,0.548,0.883,6,-4.697,1,0.0766,0.212,0,0.0828,0.796,167.998,189000,4
2216,18421,Wadsyaname,Nelly,5JUGffssS2e4dUXEDxzPAX,MISSING,0.778,0.79,10,-7.187,0,0.116,0.123,0,0.122,0.174,79.996,246427,4
2217,18425,Lil Bit,Nelly & Florida Georgia Line,5QQZGUyxNXa8EQeACBXRVy,MISSING,0.668,0.655,4,-5.575,0,0.0361,0.0337,0,0.0461,0.801,120.035,197185,4
2218,18455,Heart,Neneh Cherry,5EFb2nfZGyf0YFoB0iFcJf,MISSING,0.753,0.779,6,-7.816,0,0.17,0.119,1.17e-05,0.0707,0.967,101.732,309173,4
2219,18456,Kisses On The Wind,Neneh Cherry,2i7FRjRZI7Gk90fVeRHvR2,MISSING,0.755,0.811,1,-6.787,1,0.0895,0.0471,1.27e-06,0.0761,0.794,117.968,237373,4
2220,18461,I Hope Ur Miserable Until Ur Dead,Nessa Barrett,4ka1FkKAMde6dQAFFMXKac,MISSING,0.706,0.544,2,-7.275,1,0.0306,0.0273,0,0.087,0.477,115.935,177583,4
2221,18471,I Confess,New Colony Six,5DwhKZmaFXRgPZeS3nbPIH,MISSING,0.496,0.649,11,-6.315,0,0.0304,0.124,0,0.076,0.542,117.135,161693,4
2222,18472,Love You So Much,New Colony Six,7LmxDO63mxsHxjfOJ5J9Qs,MISSING,0.495,0.463,11,-12.313,0,0.0296,0.157,0,0.302,0.828,135.082,121067,4
2223,18491,"Hello, Hello, Hello",New England,2rPOxYsjva5XKuKM4s3Y5Y,MISSING,0.316,0.806,0,-9.197,1,0.0559,0.00119,0,0.202,0.349,136.449,216867,4
2224,18493,Boyfriend,New Hollow,150lgRYTQscvMje6uandkM,MISSING,0.775,0.467,3,-11.882,1,0.0734,0.532,0.00213,0.134,0.0426,131.199,104000,4
2225,18502,Summertime,New Kids On The Block,6WZ7g8fpIXkf1ySWn3GA5O,MISSING,0.632,0.785,4,-7.336,1,0.101,0.00972,0,0.0676,0.786,83.94,202413,4
2226,18518,Black Dog,Newcity Rockers,3F92HdpLwf09U4qBPegoCs,MISSING,0.55,0.747,9,-8.687,0,0.0328,0.000669,0.000414,0.0831,0.805,95.476,238167,4
2227,18527,Street Of Dreams,Nia Peeples,3pFC5u4BYOV8iJHnr36RpO,MISSING,0.753,0.628,0,-10.54,0,0.0466,0.00747,0.000123,0.263,0.94,110.516,263533,4
2228,18528,Trouble,Nia Peeples,3ef3MGIHAIwXAuAluLjOTJ,MISSING,0.802,0.567,7,-11.493,1,0.0677,0.0462,0.223,0.0605,0.835,115.926,388333,4
2229,18541,Here Comes The Night,Nick Gilder,1IfiarNT4hdLKkKAWWS1mn,MISSING,0.867,0.413,0,-12.769,1,0.0981,0.325,3.47e-05,0.147,0.697,96.597,184827,4
2230,18556,Animals,Nickelback,0fIS9I5Y21PkkcwdaKS7eA,MISSING,0.598,0.959,7,-3.096,1,0.0519,0.000772,0.0297,0.253,0.799,154.008,186587,4
2231,18557,Far Away,Nickelback,1ugu7qq0KcfDcH3dHUSjj3,MISSING,0.521,0.797,6,-5.171,1,0.0311,0.000778,0,0.108,0.288,132.899,238160,4
2232,18558,Feelin' Way Too Damn Good,Nickelback,2w7G1pBMYvFGReBNHttMPr,MISSING,0.506,0.809,5,-5.603,1,0.0418,0.000536,0.000429,0.145,0.388,156.082,256507,4
2233,18559,Figured You Out,Nickelback,7fxvJLkPyZVzsRTALWFn5x,MISSING,0.561,0.872,10,-5.562,0,0.0501,3.72e-05,0.0121,0.309,0.737,93.913,228627,4
2234,18560,Gotta Be Somebody,Nickelback,2zfH2NDPDBDjNaPNJ60lnb,MISSING,0.579,0.923,0,-4.859,1,0.0477,0.00103,0.00104,0.138,0.261,116.013,253373,4
2235,18563,If Everyone Cared,Nickelback,0SohKSz9xMIIfpnmy2Piuw,MISSING,0.52,0.844,6,-4.673,0,0.0353,0.00026,0.00659,0.246,0.226,132.0,217987,4
2236,18564,If Today Was Your Last Day,Nickelback,1urvke4VZGwRmP2PVlqFCy,MISSING,0.41,0.931,5,-4.228,0,0.0398,0.00012,0,0.107,0.542,89.977,248040,4
2237,18565,Lullaby,Nickelback,6ITfKtFUsDi9X7krgWP2Fa,MISSING,0.514,0.837,11,-4.479,1,0.0326,0.000265,1.13e-06,0.0824,0.34,135.926,228093,4
2238,18566,Never Gonna Be Alone,Nickelback,7qXM4YjJAz6QTLg5gftm0r,MISSING,0.545,0.798,4,-4.018,1,0.0282,0.00181,8.67e-05,0.13,0.554,130.02,227173,4
2239,18567,Photograph,Nickelback,7agqowjjStyVeTdJPM2yMl,MISSING,0.513,0.875,8,-3.753,1,0.029,0.000955,0.000103,0.0896,0.385,145.923,258893,4
2240,18568,Rockstar,Nickelback,3qoFdhS8hFq2m0v5pzAf0H,MISSING,0.621,0.908,0,-3.372,1,0.0399,0.0495,0,0.323,0.721,144.084,255800,4
2241,18569,Savin' Me,Nickelback,7napRAmwG9VpHM0EknhdGo,MISSING,0.44,0.801,3,-4.138,1,0.0272,0.000845,0,0.431,0.519,164.011,219293,4
2242,18570,Someday,Nickelback,6Q0vPvduxoRFUBc0hBlyMv,MISSING,0.464,0.845,11,-5.668,0,0.0396,0.000508,0.000505,0.172,0.6,163.098,207427,4
2243,18571,Something In Your Mouth,Nickelback,6vs5XrxdpfsvD31EBjZ2nY,MISSING,0.658,0.976,10,-2.624,1,0.0525,0.000553,0.000241,0.17,0.75,129.963,218960,4
2244,18572,This Afternoon,Nickelback,1NL4Hw9b0ytvmEI6yp4T1T,MISSING,0.509,0.945,7,-4.061,1,0.0445,0.00812,0,0.361,0.626,160.053,274933,4
2245,18573,Too Bad,Nickelback,2nPHQMFQUY5f3RSBVWXrhB,MISSING,0.596,0.807,10,-5.208,1,0.038,0.00271,0,0.175,0.269,127.996,232227,4
2246,18574,When We Stand Together,Nickelback,1LhgVOIoEj9zCYJ5FsH0o3,MISSING,0.572,0.901,10,-3.53,0,0.0341,7.36e-05,6.38e-05,0.0324,0.855,94.01,190760,4
2247,18582,Fractions,Nicki Minaj,28PeqNMnFfVQnXvXmyf88G,MISSING,0.924,0.523,0,-6.362,1,0.132,0.011,0,0.17,0.144,131.892,181690,4
2248,18584,Itty Bitty Piggy,Nicki Minaj,5WRmK3tctLMRXQmK9CJSin,MISSING,0.761,0.722,7,-4.343,1,0.391,0.12,0,0.0649,0.798,92.45,246753,4
2249,18588,Regret In Your Tears,Nicki Minaj,0j8zLbIueSkVqB3Tl6PsjA,MISSING,0.77,0.477,0,-10.972,0,0.0802,0.749,0.208,0.166,0.248,106.128,229573,4
2250,18590,Roman In Moscow,Nicki Minaj,6snTyt6Vld2R0SbKl5fZIY,MISSING,0.632,0.923,1,-3.184,0,0.0879,0.0601,0,0.302,0.134,120.016,157547,5
2251,18598,Changed It,Nicki Minaj & Lil Wayne,63NTlJWNS65JjsE3QJYr20,MISSING,0.807,0.64,11,-8.329,0,0.399,0.628,0,0.115,0.649,143.98,295653,4
2252,18618,No Frauds,"Nicki Minaj, Drake & Lil Wayne",7KcGEssn7BnJdTgildK5y0,MISSING,0.867,0.558,1,-6.975,1,0.258,0.0884,4.05e-06,0.541,0.432,139.061,272453,4
2253,18641,Hot Summer Nights,Night,6xQgB8a19MYznsChgo2eco,MISSING,0.723,0.649,8,-7.233,1,0.0393,0.335,0.0306,0.838,0.65,121.317,203050,4
2254,18642,Love On The Airwaves,Night,5XLHqcA5ElVIn9D4pPryz7,MISSING,0.585,0.681,3,-9.647,1,0.0607,0.0452,0,0.593,0.776,130.229,235401,4
2255,18655,Wouldn't It Be Good,Nik Kershaw,7H8p7PDlM9d5xEksYwj5YQ,MISSING,0.62,0.519,5,-10.489,1,0.0239,0.016,0.000998,0.132,0.678,94.938,290592,4
2256,18657,Good Time,Niko Moon,2S8UMuLJ0z8agFgFGJ6Ztt,MISSING,0.802,0.59,5,-7.189,1,0.0493,0.0874,0,0.275,0.687,138.084,214720,4
2257,18683,Survivalism,Nine Inch Nails,6iuRL2eQNTNQ2trVdbBYsE,MISSING,0.618,0.675,9,-5.723,1,0.0679,0.000892,0.216,0.133,0.354,129.983,262493,4
2258,18688,All Strung Out,Nino Tempo & April Stevens,7ki09wB8QGbf6TGrHl8nHl,MISSING,0.422,0.422,10,-15.12,1,0.0344,0.74,2.82e-05,0.122,0.434,106.826,183000,4
2259,18690,I Can't Go On Livin' Baby Without You,Nino Tempo & April Stevens,1gvTNXAtuLOQrsi6viPcsG,MISSING,0.556,0.609,10,-7.399,1,0.0346,0.754,0,0.154,0.757,75.936,163467,4
2260,18739,Yo Little Brother,Nolan Thomas,1g03xauno5osqJQoqVdqdx,MISSING,0.69,0.898,9,-6.82,0,0.0514,0.00568,0.000199,0.0503,0.876,104.868,321360,4
2261,18756,The Swalk,Notorious,13Zm0LWvvGrwWUfjlHl2D5,MISSING,0.657,0.845,2,-7.883,1,0.0709,0.234,7.85e-06,0.358,0.659,115.571,230933,4
2262,18757,3 Little Words,Nu Flavor,4alLyN9my0O1SD9y097cPl,MISSING,0.709,0.469,11,-7.083,0,0.0278,0.504,0,0.045,0.256,113.986,256307,4
